x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-6.797,-4.148,0.048,3.802,-0.804,2.158,0.521,4.348,0.0,-0.966,-2.313,-0.335,1.475,1.522,-0.552,0.299,0.86,0.29,0.952,0.888,2.416
-8.051,-4.978,-0.189,4.508,-0.969,2.799,0.104,5.06,0.0,-1.191,-2.782,-0.47,1.64,1.816,-0.405,0.384,1.137,0.242,1.208,0.768,2.648
-6.427,-4.28,-0.17,3.682,-0.819,2.527,0.562,4.64,0.0,-0.854,-2.177,-0.332,1.737,1.632,-0.332,0.075,1.275,0.34,1.091,0.464,2.205
-7.145,-3.207,0.16,4.476,-0.865,2.723,0.228,3.594,0.0,-0.745,-2.62,-0.639,1.151,1.391,-0.212,0.371,1.103,0.292,1.184,0.609,2.761
-8.116,-3.272,-0.002,4.822,-0.738,2.5,0.709,3.974,0.0,-1.013,-2.718,-0.313,1.376,1.263,-0.452,0.24,1.048,0.17,1.072,0.686,2.85
-6.471,-3.308,-0.066,3.557,-0.855,2.342,0.563,3.847,0.0,-0.763,-2.147,-0.09,1.744,1.262,-0.18,0.229,1.018,0.151,1.034,0.506,2.375
-6.948,-4.214,-0.001,3.813,-0.848,2.381,0.442,4.616,0.0,-0.968,-1.97,-0.404,1.419,1.74,-0.615,0.316,0.661,0.008,1.178,0.554,2.269
-6.635,-4.647,0.185,3.688,-0.792,2.335,0.376,4.725,0.0,-1.011,-1.973,-0.907,1.03,1.702,-0.521,0.164,0.859,0.219,1.068,0.459,2.222
-7.319,-4.399,-0.124,4.18,-0.738,2.549,0.179,4.557,0.0,-1.036,-2.337,-0.564,1.483,1.793,-0.459,0.158,1.231,0.117,1.204,0.343,2.69
-6.52,-4.495,0.137,3.537,-0.785,2.273,0.251,4.71,0.0,-1.202,-2.06,-0.746,1.345,1.677,-0.44,0.36,0.889,0.239,1.118,0.622,2.389
-7.725,-3.929,0.011,4.387,-0.751,2.322,0.278,4.168,0.0,-1.077,-2.669,-0.243,1.44,1.71,-0.547,0.384,0.862,-0.093,1.364,0.71,2.855
-7.909,-3.637,-0.013,4.761,-0.787,2.554,0.464,4.231,0.0,-1.086,-2.698,-0.203,1.602,1.499,-0.674,0.33,1.157,0.207,1.099,0.642,2.774
-7.558,-4.211,-0.145,4.148,-0.909,2.291,0.189,4.568,0.0,-1.053,-2.425,-0.055,1.618,1.528,-0.518,0.021,0.875,0.142,1.327,0.479,2.609
-7.583,-3.203,0.192,4.608,-0.732,2.584,0.553,3.703,0.0,-1.048,-2.734,-0.246,1.396,1.334,-0.344,0.262,1.139,0.23,1.143,0.596,2.777
-7.202,-4.273,-0.043,4.265,-0.945,2.547,0.121,4.513,0.0,-1.026,-2.289,-0.439,1.345,1.604,-0.427,0.295,0.985,0.32,1.189,0.551,2.42
-7.538,-4.084,0.141,4.305,-0.753,2.598,-0.058,4.493,0.0,-1.051,-1.984,-0.654,1.056,1.693,-0.81,0.039,1.118,0.105,1.118,0.503,2.653
-7.081,-3.371,-0.022,4.39,-0.826,2.838,0.24,3.994,0.0,-1.179,-2.664,-0.542,1.391,1.631,-0.679,0.206,1.178,0.237,1.184,0.62,2.602
-5.852,-4.072,0.147,3.216,-0.838,2.228,0.398,4.407,0.0,-1.131,-1.361,-0.545,1.226,1.614,-0.38,0.15,1.137,0.292,0.921,0.286,1.943
-7.74,-3.712,0.219,4.591,-0.747,2.579,0.159,3.982,0.0,-1.11,-2.551,-0.781,0.99,1.633,-0.53,0.25,1.151,0.265,1.061,0.666,2.797
-8.956,-5.021,-0.276,5.119,-1.052,2.855,-0.14,5.218,0.0,-1.068,-3.441,-0.218,1.743,1.823,-0.546,0.279,1.243,0.263,1.198,0.778,2.879
-7.187,-3.935,-0.221,4.202,-0.88,2.647,0.383,4.253,0.0,-0.983,-2.352,-0.23,1.765,1.529,-0.329,0.164,1.115,0.115,1.082,0.468,2.669
-8.387,-4.618,0.153,4.69,-0.78,2.898,0.299,4.709,0.0,-1.136,-2.745,-0.55,1.063,1.613,-0.908,0.41,0.954,0.099,1.289,0.73,2.928
-5.557,-3.311,-0.033,3.198,-0.752,1.924,0.297,3.696,0.0,-1.01,-1.851,-0.485,1.419,1.692,-0.561,0.225,1.022,0.335,1.066,0.715,2.117
-5.131,-2.806,0.029,3.165,-0.821,2.016,0.136,3.277,0.0,-1.088,-1.435,-0.699,1.26,1.39,-0.33,0.165,0.7,0.192,1.055,0.49,2.164
-6.099,-4.756,0.152,3.06,-0.751,2.023,0.604,4.806,0.0,-0.71,-1.456,-0.376,1.571,1.346,-0.26,0.408,0.68,0.138,0.973,0.441,2.236
-6.575,-4.281,0.013,3.676,-0.964,2.377,0.011,4.493,0.0,-0.922,-1.8,-0.506,1.237,1.758,-0.734,0.004,0.902,0.365,1.262,0.557,2.331
-7.081,-4.385,0.096,3.854,-0.761,2.239,0.407,4.719,0.0,-1.389,-2.175,-0.54,1.456,1.667,-0.263,0.126,1.205,0.303,1.181,0.32,2.589
-8.171,-3.454,0.018,4.648,-0.734,2.751,0.644,4.034,0.0,-0.964,-2.428,-0.037,1.381,1.314,-0.477,-0.075,0.739,0.05,1.319,0.587,2.872
-7.3,-3.407,-0.03,4.431,-0.881,2.367,-0.04,4.073,0.0,-0.987,-2.709,-0.286,1.538,1.639,-0.405,0.389,0.903,-0.009,1.162,0.817,2.495
-6.915,-3.397,0.189,3.935,-0.701,2.308,0.417,3.963,0.0,-0.96,-2.009,-0.425,1.005,1.744,-1.064,0.204,1.027,0.207,1.199,0.334,2.59
-6.692,-4.216,0.124,3.794,-0.701,2.439,0.25,4.363,0.0,-0.828,-1.748,-0.396,1.242,1.809,-0.84,0.28,0.74,0.24,1.232,0.517,2.186
-6.931,-3.559,0.045,3.912,-0.85,2.648,0.042,4.15,0.0,-0.835,-2.129,-0.609,0.926,1.663,-0.91,0.245,1.142,0.3,1.014,0.547,2.516
-7.294,-2.966,0.024,4.11,-0.858,2.482,0.003,3.698,0.0,-1.034,-2.275,-0.186,1.149,1.334,-0.642,0.248,1.077,0.23,1.398,0.84,2.673
-6.535,-3.502,-0.072,4.048,-0.824,2.448,0.555,3.884,0.0,-0.753,-2.233,-0.437,1.611,1.382,-0.205,0.173,1.079,0.287,1.338,0.488,2.415
-5.961,-2.583,0.012,3.612,-0.945,2.354,0.404,3.133,0.0,-0.822,-2.017,-0.459,1.466,1.356,-0.216,0.334,0.785,0.019,1.035,0.628,2.274
-5.777,-4.448,0.024,3.056,-0.968,2.251,0.164,4.744,0.0,-0.793,-1.443,-0.705,1.469,1.735,-0.337,0.078,0.841,0.239,1.067,0.155,2.115
-6.911,-4.238,0.107,3.892,-0.724,2.144,0.414,4.523,0.0,-0.878,-2.371,-0.552,1.321,1.635,-0.472,0.347,1.069,0.24,1.219,0.598,2.549
-7.063,-3.611,-0.053,4.165,-0.797,2.377,0.252,3.913,0.0,-1.073,-2.231,-0.312,1.499,1.426,-0.39,0.151,0.921,-0.08,1.046,0.669,2.526
-6.171,-3.681,-0.09,3.776,-0.743,2.25,0.544,3.954,0.0,-0.969,-2.025,-0.475,1.739,1.699,-0.184,0.125,1.012,0.366,1.268,0.479,2.305
-5.917,-3.904,-0.483,3.513,-0.87,2.256,0.226,4.496,0.0,-0.961,-2.41,-0.328,1.968,1.617,-0.096,0.128,1.376,0.587,0.947,0.619,1.995
-5.691,-4.142,0.351,3.011,-0.713,2.071,0.51,4.308,0.0,-0.948,-1.092,-0.574,1.143,1.465,-0.512,0.149,0.788,0.119,1.107,0.119,2.1
-6.993,-4.103,-0.015,4.101,-0.794,2.558,0.133,4.423,0.0,-0.998,-2.61,-0.331,1.502,1.527,-0.363,0.361,0.956,0.314,1.11,0.912,2.35
-7.346,-4.044,0.164,4.21,-0.882,2.641,0.47,4.531,0.0,-0.926,-2.314,-0.362,1.423,1.577,-0.694,0.167,1.391,0.41,1.21,0.483,2.607
-7.433,-3.251,0.048,4.342,-0.813,2.791,0.561,3.71,0.0,-0.757,-2.604,-0.182,1.524,1.338,-0.332,0.348,1.094,0.188,1.257,0.717,2.792
-6.749,-3.804,0.259,3.717,-0.761,2.394,0.7,4.279,0.0,-0.857,-1.743,-0.539,1.322,1.395,-0.332,0.221,0.608,0.05,1.034,0.557,2.612
-5.737,-3.44,-0.149,3.24,-0.791,2.038,0.158,3.907,0.0,-1.051,-1.827,-0.218,1.481,1.383,-0.292,0.188,0.968,0.146,1.271,0.587,2.122
-7.33,-4.563,-0.003,3.984,-0.89,2.409,0.148,4.644,0.0,-1.161,-2.46,-0.328,1.327,1.552,-0.522,0.253,1.04,0.094,1.176,0.669,2.634
-7.624,-3.64,0.007,4.251,-0.898,2.499,0.066,4.271,0.0,-0.848,-2.519,-0.481,1.351,1.584,-0.612,0.114,1.135,0.327,1.179,0.695,2.667
-6.75,-3.258,0.085,3.846,-1.0,2.256,0.036,3.984,0.0,-1.086,-1.824,-0.395,1.331,1.605,-0.549,0.182,0.839,-0.023,1.156,0.301,2.431
-6.903,-4.52,0.051,3.596,-0.977,2.28,0.373,4.765,0.0,-1.099,-2.141,-0.45,1.53,1.443,-0.214,0.324,1.441,0.529,1.082,0.593,2.485
-6.792,-3.191,0.172,3.849,-0.744,2.348,0.054,3.737,0.0,-0.856,-1.672,-0.509,0.932,1.474,-0.84,0.16,0.623,0.091,1.086,0.608,2.484
-7.906,-3.413,0.16,4.796,-0.774,2.616,0.502,3.801,0.0,-0.917,-2.786,-0.134,1.387,1.258,-0.449,0.326,1.094,0.24,1.45,0.859,2.845
-7.071,-4.38,-0.045,3.751,-0.701,2.195,0.731,4.549,0.0,-0.882,-2.386,-0.414,1.569,1.509,-0.087,0.348,1.023,0.444,1.063,0.924,2.418
-6.814,-3.646,0.08,3.924,-0.736,2.366,0.678,4.016,0.0,-0.789,-2.334,-0.353,1.196,1.172,-0.381,0.199,1.215,0.4,1.111,0.567,2.373
-7.781,-4.255,0.069,4.608,-0.717,2.501,0.292,4.646,0.0,-0.947,-2.587,-0.539,1.33,1.719,-0.615,0.221,1.189,0.241,1.313,0.564,2.728
-7.573,-4.01,-0.091,4.273,-0.721,2.288,0.526,4.384,0.0,-0.776,-2.561,-0.29,1.339,1.644,-0.667,0.253,0.922,0.193,1.06,0.832,2.423
-6.627,-3.866,0.16,3.68,-0.723,2.275,0.322,4.179,0.0,-1.082,-1.955,-0.59,1.02,1.658,-0.602,0.396,1.208,0.234,1.313,0.566,2.466
-7.787,-3.708,0.051,4.707,-0.828,2.704,0.178,4.16,0.0,-1.082,-2.92,-0.535,1.292,1.598,-0.651,0.326,1.123,0.28,1.221,0.908,2.741
-7.415,-3.49,0.205,4.264,-0.77,2.606,0.033,3.836,0.0,-1.101,-2.075,-0.678,1.005,1.694,-0.831,0.316,1.035,0.162,1.335,0.394,2.888
-5.975,-3.298,0.032,3.492,-0.712,2.246,0.405,3.673,0.0,-0.885,-1.89,-0.482,1.376,1.397,-0.284,0.234,1.093,0.202,1.162,0.552,2.344
-7.224,-4.026,0.101,3.975,-0.795,2.533,0.499,4.293,0.0,-1.112,-2.164,-0.26,1.395,1.542,-0.438,0.102,1.261,0.4,1.061,0.596,2.529
-7.93,-2.748,0.135,4.947,-0.702,2.702,0.832,3.211,0.0,-0.85,-2.921,-0.257,1.407,1.121,-0.346,0.085,1.158,0.135,1.399,0.58,2.969
-5.24,-3.74,-0.287,3.236,-0.947,2.148,0.101,4.137,0.0,-0.98,-2.001,-0.582,1.671,1.607,-0.324,0.168,1.097,0.426,0.975,0.681,1.91
-7.545,-4.164,-0.007,4.012,-0.775,2.498,0.287,4.429,0.0,-1.125,-2.317,-0.313,1.179,1.527,-0.655,0.142,0.791,0.213,0.857,0.697,2.599
-7.526,-4.143,-0.037,4.473,-0.706,2.61,0.272,4.252,0.0,-0.953,-2.734,-0.473,1.295,1.709,-0.565,0.207,0.922,0.304,0.995,0.5,2.723
-7.372,-4.01,0.254,4.255,-0.743,2.563,0.632,4.368,0.0,-1.048,-2.506,-0.478,1.265,1.397,-0.639,0.335,1.212,0.265,1.265,0.831,2.671
-7.967,-4.481,-0.233,4.707,-0.972,2.847,0.212,4.528,0.0,-1.163,-2.994,-0.187,1.589,1.739,-0.426,0.155,1.068,0.264,1.31,0.588,2.69
-6.228,-3.714,-0.018,3.453,-0.977,2.102,-0.135,4.059,0.0,-0.887,-2.312,-0.178,1.332,1.454,-0.396,0.478,0.669,0.227,1.129,0.851,2.242
-6.463,-3.883,0.061,3.647,-0.748,2.459,0.347,4.075,0.0,-0.926,-1.999,-0.416,1.268,1.266,-0.159,0.13,1.036,0.073,1.097,0.732,2.341
-6.789,-3.983,0.143,3.745,-0.712,2.22,0.677,4.293,0.0,-0.965,-2.11,-0.134,1.583,1.486,-0.328,0.25,0.984,0.322,1.031,0.538,2.358
-7.144,-4.705,0.206,3.69,-0.712,2.333,0.381,4.889,0.0,-0.986,-1.729,-0.487,1.187,1.472,-0.508,0.116,0.654,0.171,1.352,0.14,2.463
-8.099,-4.277,0.0,4.618,-0.779,2.746,0.467,4.522,0.0,-0.97,-2.75,0.009,1.543,1.518,-0.49,0.215,0.995,0.062,1.374,0.581,2.743
-6.928,-3.652,0.083,4.023,-0.71,2.484,0.386,4.207,0.0,-0.964,-2.372,-0.651,1.364,1.518,-0.225,0.423,1.059,0.289,1.113,0.664,2.572
-8.074,-4.468,-0.102,4.666,-0.776,2.596,0.381,4.684,0.0,-0.944,-2.78,-0.43,1.647,1.773,-0.69,0.06,1.166,0.521,1.251,0.696,2.633
-8.139,-5.033,0.27,4.592,-0.749,2.612,0.508,5.027,0.0,-1.074,-2.321,-0.504,1.243,1.468,-0.56,0.232,1.248,0.343,1.405,0.538,2.921
-7.137,-5.761,-0.051,3.742,-0.83,2.209,0.22,5.522,0.0,-1.105,-1.95,-0.753,1.482,1.731,-0.631,0.248,1.121,0.331,1.254,0.421,2.254
-6.437,-3.654,-0.066,3.831,-0.855,2.278,0.3,4.108,0.0,-0.876,-2.177,-0.411,1.508,1.592,-0.356,0.172,0.953,0.266,1.221,0.696,2.308
-5.501,-4.003,-0.16,3.236,-0.96,2.213,0.118,4.317,0.0,-0.842,-2.132,-0.58,1.549,1.657,-0.182,0.439,1.03,0.422,1.033,0.99,1.816
-7.069,-4.549,-0.22,3.91,-0.946,2.643,-0.017,4.718,0.0,-0.964,-2.385,-0.299,1.54,1.594,-0.501,0.348,0.883,0.341,0.907,1.009,2.208
-6.959,-3.87,0.141,3.778,-0.731,2.257,0.118,4.406,0.0,-1.026,-1.853,-0.674,1.097,1.626,-0.589,0.225,0.955,0.103,1.168,0.608,2.535
-7.711,-4.508,0.024,4.35,-0.751,2.658,0.291,4.608,0.0,-0.946,-2.305,-0.378,1.235,1.726,-0.722,-0.008,0.767,-0.093,1.346,0.29,2.668
-8.33,-4.032,0.146,4.553,-0.861,2.538,0.196,4.288,0.0,-0.91,-2.602,-0.115,1.237,1.456,-0.592,0.147,1.096,0.326,1.237,0.807,2.902
-7.351,-3.172,-0.121,4.47,-0.839,2.753,0.316,3.797,0.0,-1.138,-2.521,-0.239,1.651,1.507,-0.468,0.046,1.007,0.173,1.268,0.614,2.597
-7.76,-3.9,0.021,4.338,-0.753,2.578,0.52,4.384,0.0,-1.019,-2.427,-0.047,1.625,1.58,-0.651,0.277,1.204,0.189,1.174,0.372,2.7
-6.725,-3.569,0.156,3.842,-0.827,2.666,-0.002,4.038,0.0,-1.057,-1.985,-0.801,1.125,1.798,-0.869,0.141,0.829,0.212,1.282,0.533,2.561
-8.453,-3.931,0.085,4.836,-0.774,2.801,0.62,4.408,0.0,-0.969,-2.878,-0.205,1.416,1.447,-0.43,0.222,0.752,0.098,1.301,0.787,2.88
-7.753,-3.574,0.147,4.145,-0.767,2.451,0.755,4.067,0.0,-0.608,-2.367,-0.131,1.403,1.29,-0.281,0.151,0.868,0.212,1.273,0.727,2.693
-7.236,-4.58,-0.083,3.863,-0.708,2.106,0.638,4.764,0.0,-0.619,-2.474,-0.298,1.531,1.392,-0.094,0.252,1.187,0.053,1.151,0.524,2.46
-6.42,-3.763,-0.009,3.629,-0.789,2.544,0.518,4.29,0.0,-0.775,-1.968,-0.313,1.42,1.415,-0.562,0.185,1.095,0.384,1.138,0.479,2.084
-7.207,-3.989,0.025,4.359,-0.782,2.471,0.372,4.163,0.0,-1.144,-2.449,-0.512,1.223,1.473,-0.271,0.125,1.156,0.283,1.174,0.633,2.464
-6.167,-3.943,0.017,3.421,-0.91,2.191,0.161,4.411,0.0,-0.878,-2.025,-0.815,1.108,1.564,-0.565,0.307,0.932,0.419,1.038,0.725,2.329
-6.757,-3.428,-0.007,4.268,-0.874,2.557,0.036,3.92,0.0,-1.01,-2.435,-0.746,1.431,1.686,-0.477,0.326,1.175,0.435,1.107,0.805,2.551
-6.671,-3.99,0.021,3.969,-0.853,2.373,-0.047,4.428,0.0,-0.982,-2.032,-1.076,1.155,1.922,-0.504,0.019,1.063,0.309,1.091,0.575,2.521
-8.384,-4.41,0.163,5.0,-0.719,2.793,0.495,4.713,0.0,-0.958,-2.766,-0.642,1.222,1.639,-0.573,0.332,1.105,-0.017,1.301,0.729,2.946
-5.958,-4.214,-0.02,3.363,-0.9,2.38,-0.085,4.515,0.0,-1.277,-1.719,-0.731,1.219,1.872,-0.645,0.11,0.914,0.363,1.143,0.324,2.015
-7.118,-3.783,-0.027,4.179,-0.859,2.547,0.333,4.216,0.0,-0.951,-2.285,-0.477,1.298,1.583,-0.549,0.122,0.727,0.131,1.338,0.555,2.503
-7.797,-4.209,0.067,4.478,-0.914,2.488,0.141,4.358,0.0,-1.128,-2.482,-0.595,1.242,1.72,-0.737,0.073,1.175,0.276,1.05,0.681,2.657
-6.96,-4.415,-0.112,4.101,-0.94,2.32,0.222,4.552,0.0,-1.183,-2.447,-0.5,1.693,1.798,-0.272,0.22,1.015,0.028,1.151,0.391,2.572
-8.585,-5.51,-0.079,4.583,-0.739,2.544,0.476,5.517,0.0,-1.001,-2.935,-0.244,1.607,1.785,-0.488,0.207,1.254,0.317,1.186,0.506,2.84
-7.605,-3.752,0.202,4.286,-0.731,2.342,0.696,4.258,0.0,-0.907,-2.667,-0.303,1.33,1.387,-0.415,0.241,1.131,0.158,1.18,0.529,2.778
-6.365,-3.51,-0.282,3.908,-1.08,2.566,-0.203,4.039,0.0,-0.947,-2.38,-0.534,1.679,1.652,-0.279,0.151,0.954,0.226,0.984,0.673,2.351
-6.937,-3.695,-0.122,4.361,-1.042,2.598,-0.191,4.133,0.0,-1.179,-2.793,-0.703,1.485,1.814,-0.561,0.422,1.144,0.24,1.288,0.944,2.587
-7.172,-3.97,-0.08,4.149,-0.883,2.579,0.592,4.385,0.0,-0.805,-2.434,-0.04,1.698,1.372,-0.301,0.168,1.219,0.278,1.15,0.631,2.374
-6.859,-3.88,-0.081,4.03,-0.783,2.513,0.17,4.22,0.0,-1.197,-2.306,-0.638,1.299,1.732,-0.628,0.216,1.194,0.282,1.22,0.576,2.459
-7.412,-4.866,0.07,4.206,-0.727,2.46,0.255,4.951,0.0,-1.102,-2.275,-0.599,1.339,1.684,-0.607,0.219,1.041,0.19,1.017,0.619,2.499
-6.268,-2.965,-0.2,3.821,-0.86,2.317,0.195,3.673,0.0,-0.883,-2.2,-0.097,1.646,1.334,-0.221,0.185,0.75,0.256,0.985,0.681,2.283
-7.683,-3.404,0.162,4.338,-0.751,2.493,0.921,3.726,0.0,-0.812,-2.472,0.149,1.611,1.162,-0.229,0.289,1.204,0.328,1.322,0.528,2.647
-7.326,-4.487,0.066,3.955,-0.7,2.393,0.428,4.46,0.0,-1.131,-2.392,-0.572,1.131,1.674,-0.553,0.381,1.039,0.432,1.174,0.818,2.567
-6.009,-2.421,0.054,3.592,-0.762,2.29,0.36,3.106,0.0,-0.71,-2.232,-0.25,1.376,1.263,-0.281,0.426,0.955,0.245,1.045,1.042,2.326
-7.702,-4.107,0.108,4.267,-0.717,2.462,0.444,4.179,0.0,-1.111,-2.486,-0.586,1.191,1.625,-0.624,0.323,0.976,0.281,0.999,0.795,2.729
-7.75,-4.127,0.01,4.515,-0.768,2.464,0.415,4.326,0.0,-1.211,-2.633,-0.523,1.443,1.562,-0.71,0.157,0.961,0.321,1.222,0.78,2.638
-6.475,-2.665,-0.026,3.996,-0.815,2.42,0.201,3.298,0.0,-0.845,-2.078,-0.294,1.4,1.455,-0.337,0.133,1.089,0.385,1.121,0.59,2.515
-7.652,-3.669,-0.007,4.466,-0.723,2.516,0.466,3.972,0.0,-0.928,-2.588,-0.262,1.418,1.325,-0.514,0.339,0.832,0.1,1.227,0.749,2.72
-7.25,-3.182,-0.099,4.438,-0.903,2.672,0.283,3.996,0.0,-1.025,-2.738,-0.254,1.608,1.46,-0.201,0.325,1.108,0.303,1.107,0.759,2.541
-5.941,-4.115,0.038,3.326,-0.746,2.051,0.518,4.361,0.0,-0.991,-1.616,-0.511,1.4,1.617,-0.332,0.179,1.17,0.394,1.183,0.441,2.236
-8.421,-3.828,-0.049,4.806,-0.797,2.705,0.484,4.259,0.0,-0.857,-2.952,-0.21,1.553,1.45,-0.195,0.331,1.326,0.315,1.045,0.546,3.023
-7.317,-3.837,-0.049,4.186,-0.879,2.525,-0.002,4.262,0.0,-1.043,-2.414,-0.461,1.074,1.511,-0.469,0.394,1.036,0.155,1.142,0.717,2.552
-8.9,-4.658,0.276,5.098,-0.699,2.755,0.52,4.631,0.0,-1.03,-2.626,-0.59,1.121,1.613,-0.623,0.076,1.216,0.158,1.378,0.487,3.299
-7.101,-3.578,-0.233,4.166,-0.916,2.592,0.179,4.13,0.0,-0.983,-2.787,-0.28,1.554,1.649,-0.269,0.421,1.385,0.27,1.125,0.619,2.59
-7.979,-3.937,0.165,4.4,-0.842,2.77,0.62,4.369,0.0,-0.878,-2.57,-0.413,1.33,1.412,-0.433,0.335,0.941,0.161,1.15,0.465,2.785
-8.153,-4.99,-0.221,4.511,-0.862,2.5,0.62,5.204,0.0,-0.939,-2.741,-0.533,1.596,1.54,-0.258,0.262,1.276,0.232,1.126,0.425,2.607
-7.489,-3.444,-0.256,4.688,-0.996,2.625,-0.325,4.013,0.0,-1.238,-2.63,-0.786,1.297,1.845,-0.608,0.014,0.93,0.188,1.093,0.587,2.54
-7.647,-5.21,-0.144,4.343,-0.877,2.801,-0.049,5.106,0.0,-1.23,-2.628,-0.691,1.475,1.855,-0.347,0.254,1.24,0.295,1.236,0.694,2.643
-5.722,-2.836,-0.154,3.256,-0.918,2.094,0.168,3.547,0.0,-1.01,-1.86,-0.292,1.524,1.416,-0.132,0.136,1.144,0.407,1.004,0.484,2.29
-6.71,-4.253,-0.013,3.584,-0.71,2.365,0.5,4.592,0.0,-1.018,-2.103,-0.264,1.523,1.497,-0.21,0.236,1.243,0.241,1.142,0.529,2.197
-7.591,-4.632,0.155,4.395,-0.738,2.528,0.443,4.794,0.0,-0.928,-2.605,-0.425,1.35,1.645,-0.497,0.323,1.101,0.253,1.132,0.619,2.518
-7.329,-4.03,0.043,4.147,-0.758,2.184,0.686,4.323,0.0,-0.938,-2.368,-0.279,1.41,1.386,-0.409,0.083,0.931,0.125,1.275,0.523,2.584
-6.731,-2.239,0.209,4.285,-0.836,2.277,0.646,3.006,0.0,-0.883,-2.377,0.012,1.409,0.873,-0.025,0.261,1.064,0.182,1.352,0.662,2.592
-8.281,-4.25,0.055,4.808,-0.755,2.721,0.344,4.449,0.0,-0.984,-2.77,-0.393,1.225,1.5,-0.679,0.272,1.034,0.332,1.115,0.648,2.837
-7.01,-3.193,-0.185,4.437,-0.765,2.641,0.35,3.709,0.0,-1.061,-2.795,-0.031,1.717,1.531,-0.498,0.145,1.007,0.113,1.19,0.676,2.29
-7.471,-3.749,0.052,4.314,-0.938,2.47,-0.054,4.159,0.0,-1.096,-2.687,-0.343,1.249,1.594,-0.512,0.382,1.08,0.302,1.054,0.696,2.663
-7.019,-3.788,-0.135,4.204,-0.835,2.322,0.38,4.045,0.0,-0.835,-2.732,-0.356,1.563,1.499,-0.339,0.18,0.925,0.126,1.202,0.595,2.443
-5.427,-4.188,-0.139,2.935,-0.735,1.991,0.381,4.53,0.0,-0.871,-1.732,-0.695,1.371,1.456,-0.113,0.175,0.669,0.119,1.021,0.663,1.897
-6.84,-4.04,0.016,3.774,-0.813,2.233,0.456,4.505,0.0,-0.829,-2.359,-0.473,1.419,1.576,-0.376,0.448,0.734,0.272,0.995,0.897,2.458
-8.7,-4.332,0.018,5.095,-0.904,2.858,0.02,4.454,0.0,-1.313,-2.944,-0.346,1.133,1.658,-0.928,0.273,1.128,0.139,1.264,0.723,2.888
-6.077,-3.452,-0.206,3.472,-1.067,2.453,-0.104,4.069,0.0,-1.189,-2.032,-0.516,1.365,1.636,-0.587,0.127,1.124,0.44,1.099,0.72,2.181
-8.868,-4.82,0.089,4.696,-0.75,2.758,0.293,4.949,0.0,-0.864,-2.546,-0.4,1.156,1.606,-0.802,0.185,1.068,0.164,1.169,0.786,2.883
-6.889,-3.612,0.076,3.814,-0.785,2.35,0.119,3.917,0.0,-1.097,-1.858,-0.17,1.299,1.502,-0.574,0.215,0.818,0.247,1.133,0.499,2.388
-5.555,-5.546,-0.502,2.632,-1.134,2.08,0.325,5.904,0.0,-0.936,-1.758,-0.117,2.016,1.776,-0.218,0.413,0.9,0.388,0.727,0.478,1.518
-7.75,-3.248,0.098,4.734,-0.76,2.775,0.04,3.82,0.0,-1.1,-2.326,-0.606,1.274,1.738,-0.607,-0.021,0.996,0.015,1.327,0.517,2.805
-6.214,-3.703,-0.445,3.876,-0.925,2.314,0.156,4.164,0.0,-1.025,-2.481,-0.358,1.547,1.545,-0.317,0.227,1.034,0.409,1.249,0.792,2.078
-7.485,-4.636,0.153,4.158,-0.737,2.368,-0.019,4.712,0.0,-1.17,-2.158,-0.663,0.994,1.851,-0.895,0.278,0.931,0.078,0.993,0.595,2.667
-7.199,-4.6,0.17,3.846,-0.708,2.231,0.644,4.747,0.0,-1.134,-2.055,-0.602,1.298,1.726,-0.473,0.21,1.229,0.345,1.273,0.635,2.737
-7.193,-3.841,-0.188,3.916,-0.902,2.503,0.114,4.347,0.0,-0.972,-2.3,-0.36,1.503,1.66,-0.618,0.163,1.028,0.397,1.109,0.771,2.51
-8.228,-3.103,-0.163,5.087,-1.004,2.762,0.251,3.957,0.0,-1.066,-3.184,-0.23,1.635,1.599,-0.39,0.22,1.187,0.251,1.338,0.725,3.004
-7.441,-4.362,0.037,4.271,-0.713,2.521,0.375,4.544,0.0,-1.085,-2.665,-0.454,1.462,1.715,-0.48,0.264,1.117,0.382,1.211,0.562,2.571
-7.47,-4.889,0.151,4.164,-0.742,2.323,0.646,4.907,0.0,-0.866,-2.193,-0.352,1.585,1.451,-0.427,0.287,1.176,0.18,1.229,0.532,2.506
-7.604,-4.653,0.052,4.265,-0.86,2.454,0.161,4.805,0.0,-1.192,-2.254,-0.596,1.179,1.708,-0.638,0.204,1.228,0.332,0.979,0.626,2.721
-5.481,-4.435,0.014,3.093,-0.769,2.288,0.166,4.583,0.0,-0.919,-1.593,-0.941,1.212,1.824,-0.517,0.229,0.45,0.019,1.018,0.501,1.891
-7.801,-4.093,0.058,4.388,-0.717,2.38,0.245,4.396,0.0,-1.107,-2.512,-0.272,1.269,1.384,-0.504,0.148,1.255,0.317,1.323,0.777,2.662
-5.744,-3.607,-0.078,3.511,-0.814,2.2,0.284,4.012,0.0,-0.947,-2.019,-0.906,1.148,1.574,-0.425,0.197,0.995,0.247,1.076,0.56,2.155
-7.078,-5.516,-0.047,3.858,-0.722,2.308,-0.136,5.289,0.0,-1.123,-2.006,-0.784,1.163,1.949,-0.652,0.23,0.885,0.33,1.301,0.474,2.346
