Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y,x18,x19,x20
708,2.462,-1.116,1.042,0.978,0.367,-0.129,1.921,-2.904,-1.88,-1.058,-0.344,-0.512,-0.382,2.505,-0.124,-0.012,-0.627,0.0,-0.537,-2.328,0.76
709,1.729,-0.204,0.601,0.522,0.102,-0.035,1.452,-1.926,-1.62,-0.396,-0.109,-0.194,0.193,2.363,-0.156,-0.01,-0.507,0.0,-0.635,-1.696,0.414
710,2.259,-1.035,0.316,0.514,-1.139,-0.921,1.173,-2.141,-0.901,-0.207,0.007,-0.575,-0.504,3.045,0.059,-0.501,-0.213,0.0,-1.101,-1.199,0.173
711,2.535,-0.316,1.228,0.894,-0.101,-0.669,1.378,-2.405,-1.638,-0.453,-0.47,-0.373,-0.203,2.834,-0.3,-0.139,-0.726,0.0,-0.683,-1.677,1.12
712,2.1,0.032,0.324,0.672,-0.327,-0.845,1.293,-1.964,-1.046,-0.16,0.024,-0.619,0.282,2.512,-0.055,-0.248,-0.261,0.0,-0.857,-1.416,0.026
713,1.787,-0.233,0.872,0.313,-0.662,-0.561,0.741,-1.276,-0.609,0.01,0.029,-0.403,0.072,2.313,-0.161,-0.048,-0.04,0.0,-0.829,-0.436,0.751
714,2.279,-0.449,0.555,0.574,-0.938,-0.962,1.269,-2.111,-1.135,-0.047,-0.253,-0.512,-0.312,3.532,0.084,-0.383,-0.406,0.0,-0.971,-1.31,0.374
715,1.074,-0.079,0.22,0.319,-0.001,0.303,0.707,-1.036,-0.566,-0.33,0.131,-0.231,-0.004,1.448,0.016,0.159,-0.107,0.0,-0.356,-0.655,0.198
716,2.742,-0.379,0.512,0.779,-0.573,-1.004,1.647,-2.596,-1.537,-0.291,-0.133,-0.767,-0.162,3.699,0.061,-0.309,-0.27,0.0,-1.144,-1.907,0.426
717,2.269,0.066,1.05,0.349,-0.272,-0.775,1.188,-1.711,-1.132,-0.233,-0.088,-0.502,0.079,3.149,0.042,-0.053,-0.326,0.0,-0.778,-1.139,0.738
718,1.696,-0.355,0.636,0.877,-0.4,0.082,0.904,-0.979,-0.53,-0.108,0.012,-0.287,0.164,2.058,-0.111,0.124,0.043,0.0,-0.55,-0.612,0.625
719,2.511,0.15,0.924,0.781,-0.32,-0.848,0.763,-1.317,-0.584,-0.274,-0.137,-0.574,-0.005,2.235,0.116,0.211,-0.114,0.0,-0.499,-0.612,0.878
720,1.841,-0.564,0.859,1.098,-0.117,-0.282,1.48,-2.247,-1.261,-0.577,0.091,-0.386,-0.398,2.099,0.068,-0.273,-0.478,0.0,-0.753,-1.613,0.338
721,2.614,-0.27,1.056,1.289,-0.182,-1.066,1.304,-2.564,-1.637,-0.636,-0.229,-0.637,-0.436,2.964,-0.018,-0.437,-0.71,0.0,-0.852,-1.615,0.667
722,2.86,0.059,0.708,0.445,-1.313,-1.58,0.869,-1.654,-0.596,0.218,-0.296,-0.696,0.143,3.7,0.095,-0.504,-0.065,0.0,-1.243,-0.737,0.473
723,2.032,-0.313,0.385,0.308,-0.457,-0.566,1.23,-1.739,-1.142,-0.344,-0.203,-0.458,-0.243,2.56,-0.256,-0.101,-0.278,0.0,-0.69,-1.224,0.16
724,2.133,-0.688,0.786,0.299,-0.902,-0.497,0.842,-1.255,-0.359,-0.585,-0.171,-0.316,-0.547,2.334,0.005,-0.153,-0.152,0.0,-0.659,-0.461,0.635
725,1.876,-0.602,1.197,0.767,0.119,0.115,1.089,-1.527,-1.15,-0.71,-0.299,-0.072,-0.299,1.583,-0.289,0.119,-0.36,0.0,-0.055,-1.065,0.797
726,2.435,-0.093,0.371,0.554,-0.823,-1.122,1.126,-1.769,-0.96,0.049,-0.168,-0.562,-0.115,3.591,-0.0,-0.519,-0.212,0.0,-1.123,-1.152,0.171
727,1.89,-0.9,0.617,0.21,0.036,0.261,1.226,-1.948,-1.238,-0.927,-0.189,-0.412,-0.422,1.978,-0.105,0.109,-0.349,0.0,-0.404,-1.443,0.596
728,2.285,-0.236,0.763,0.154,-0.658,-0.662,0.958,-1.338,-0.626,-0.335,-0.214,-0.504,0.126,2.575,0.21,-0.047,0.033,0.0,-0.611,-0.786,0.67
729,1.709,-0.486,0.956,0.48,0.18,0.209,1.108,-1.301,-1.462,-0.592,-0.104,-0.088,-0.122,1.769,-0.454,0.196,-0.69,0.0,-0.387,-0.95,0.845
730,3.317,-1.014,0.846,1.137,-0.871,-1.38,1.206,-2.51,-1.16,-0.93,-0.372,-0.746,-0.183,4.045,0.209,-0.626,-0.348,0.0,-1.367,-1.606,0.58
731,2.577,-0.779,0.708,0.271,-1.232,-0.976,0.902,-1.71,-0.61,-0.262,-0.286,-0.528,-0.584,2.826,-0.122,-0.684,-0.046,0.0,-1.123,-0.856,0.725
732,2.725,-0.238,0.457,1.346,-1.038,-0.934,1.155,-1.736,-0.829,-0.127,-0.357,-0.654,-0.09,3.488,0.167,-0.388,-0.082,0.0,-1.167,-1.015,0.641
733,2.326,-0.373,0.627,0.577,-0.968,-0.904,0.99,-1.425,-0.397,-0.185,-0.14,-0.681,-0.203,2.689,0.08,-0.173,0.043,0.0,-0.772,-0.639,0.689
734,1.833,-0.974,0.292,0.727,-0.718,-0.226,1.207,-1.544,-0.984,-0.469,-0.223,-0.188,-0.596,2.771,-0.178,-0.497,-0.399,0.0,-0.881,-1.134,0.098
735,2.525,-0.375,0.491,0.253,-1.333,-0.921,0.805,-1.31,-0.302,-0.267,-0.337,-0.553,-0.099,3.552,-0.028,-0.24,0.172,0.0,-1.08,-0.567,0.398
736,2.364,-0.41,0.154,0.638,-1.25,-0.92,0.955,-1.646,-0.774,0.218,0.021,-0.604,-0.169,3.537,-0.146,-0.537,-0.034,0.0,-1.435,-0.893,0.285
737,1.787,-1.158,0.389,0.734,-1.036,-0.161,0.828,-1.218,-0.561,-0.377,0.245,-0.315,-0.224,2.88,-0.229,-0.153,-0.2,0.0,-1.055,-0.673,0.161
738,1.864,0.051,0.569,0.728,-0.596,-0.663,1.107,-1.287,-0.759,0.092,0.033,-0.302,0.282,2.332,0.149,-0.078,-0.215,0.0,-0.735,-0.786,0.173
739,2.15,-0.446,0.845,0.279,-1.018,-0.662,0.981,-1.593,-0.607,-0.164,-0.282,-0.519,-0.208,3.181,-0.023,-0.539,-0.079,0.0,-1.266,-0.965,0.566
740,3.013,-0.166,1.287,0.716,0.121,-0.88,1.776,-2.662,-1.555,-0.395,-0.446,-0.64,-0.12,2.842,-0.005,-0.197,-0.556,0.0,-0.655,-2.096,1.004
741,2.37,-0.479,0.765,0.564,-0.782,-0.48,0.961,-1.51,-0.842,-0.444,-0.308,-0.403,-0.37,2.971,-0.081,-0.322,-0.106,0.0,-0.865,-0.851,0.596
742,2.272,-0.528,0.835,0.882,-0.599,-0.388,0.881,-1.195,-0.537,-0.378,-0.233,-0.485,-0.325,2.24,0.251,-0.054,-0.169,0.0,-0.454,-0.547,0.869
743,2.734,-0.428,0.676,0.351,-1.484,-1.235,1.076,-1.748,-0.634,-0.037,-0.341,-0.696,-0.177,3.808,0.077,-0.313,0.078,0.0,-1.129,-0.866,0.685
744,1.438,-0.211,0.703,0.198,-0.892,0.008,0.39,-0.696,0.054,-0.143,-0.061,-0.095,-0.04,1.86,0.019,-0.164,-0.023,0.0,-0.423,-0.098,0.668
745,2.477,-0.79,0.735,0.43,-1.009,-0.689,1.012,-1.664,-0.54,-0.424,-0.337,-0.66,-0.421,2.914,-0.077,-0.287,-0.013,0.0,-0.908,-0.863,0.82
746,2.057,-0.646,0.59,0.496,-0.174,-0.149,1.615,-2.281,-1.526,-0.467,0.079,-0.385,-0.226,2.968,-0.151,-0.269,-0.613,0.0,-1.12,-1.842,0.231
747,1.872,-0.411,0.414,0.245,-0.894,-0.669,1.016,-1.289,-0.72,-0.06,-0.113,-0.477,-0.38,2.214,-0.09,-0.262,-0.198,0.0,-0.611,-0.613,0.383
748,2.65,-0.729,0.959,0.773,-0.703,-0.275,1.332,-1.9,-0.996,-0.568,-0.269,-0.589,-0.293,3.092,-0.015,-0.1,-0.15,0.0,-0.917,-1.166,0.936
749,2.173,-0.028,0.551,0.732,-0.989,-0.677,0.728,-1.002,0.025,-0.096,-0.089,-0.534,0.051,2.446,0.335,-0.192,0.179,0.0,-0.777,-0.349,0.856
750,1.701,-0.591,0.576,0.687,-0.607,0.012,1.27,-1.373,-0.577,-0.076,-0.266,-0.318,-0.013,2.088,-0.009,-0.058,0.007,0.0,-0.538,-0.97,0.629
751,1.668,-0.252,0.849,0.305,-0.169,-0.095,1.318,-2.004,-1.474,-0.268,0.115,-0.265,-0.163,2.259,-0.084,-0.219,-0.642,0.0,-0.543,-1.582,0.443
752,1.462,-0.473,0.486,0.9,-0.092,0.151,1.226,-1.884,-1.339,-0.446,0.055,-0.156,-0.223,1.736,-0.287,-0.087,-0.468,0.0,-0.498,-1.442,0.273
753,2.162,0.003,0.634,0.249,-0.09,-0.436,1.631,-1.911,-1.57,-0.241,-0.225,-0.442,0.323,2.433,-0.12,0.097,-0.334,0.0,-0.674,-1.54,0.489
754,2.492,0.103,0.755,0.54,-0.365,-0.787,1.559,-2.253,-1.316,-0.181,-0.072,-0.536,0.301,3.235,0.165,-0.381,-0.104,0.0,-1.191,-1.877,0.476
755,2.032,-0.367,0.832,0.592,-0.728,-0.126,1.062,-1.535,-0.958,-0.127,-0.1,-0.262,-0.207,2.603,-0.233,-0.005,-0.186,0.0,-0.749,-0.947,0.932
756,2.692,0.331,1.05,0.956,-0.545,-0.721,1.272,-1.585,-0.994,-0.066,-0.448,-0.529,0.412,3.104,0.052,-0.143,0.024,0.0,-0.824,-1.21,0.986
757,2.038,0.078,1.121,0.171,-0.426,-0.437,1.244,-1.811,-1.113,-0.102,-0.172,-0.263,-0.054,2.175,-0.203,-0.14,-0.136,0.0,-0.743,-1.226,0.963
758,1.285,-0.384,0.979,0.799,0.294,0.476,0.983,-1.214,-0.926,-0.401,-0.054,-0.171,-0.117,1.075,-0.057,0.312,-0.281,0.0,0.051,-0.844,1.037
759,2.682,-0.313,1.155,0.518,-1.111,-0.644,0.909,-1.408,-0.479,-0.219,-0.46,-0.4,0.0,2.66,0.137,-0.323,0.076,0.0,-0.821,-0.714,1.25
760,2.947,-0.523,1.051,0.559,-0.642,-1.126,0.99,-1.86,-0.907,-0.46,-0.489,-0.529,-0.312,3.222,0.075,-0.45,-0.361,0.0,-1.023,-1.217,0.824
761,2.14,-0.635,0.87,0.341,-0.291,-0.288,0.966,-1.553,-0.743,-0.607,-0.352,-0.491,-0.245,2.72,-0.255,0.165,-0.122,0.0,-0.493,-0.884,0.848
762,2.257,-0.371,0.95,0.188,-0.673,-0.475,1.034,-1.575,-0.904,-0.301,-0.291,-0.401,-0.162,2.554,-0.156,-0.142,-0.239,0.0,-0.669,-0.84,0.971
763,2.163,-0.752,0.628,0.745,-0.99,-0.514,1.09,-1.348,-0.651,-0.442,-0.189,-0.466,-0.509,2.538,-0.01,-0.27,-0.185,0.0,-0.722,-0.721,0.424
764,1.577,0.081,0.951,0.687,-0.686,0.026,0.543,-0.625,0.268,-0.21,-0.251,-0.084,0.267,1.539,0.12,0.272,0.208,0.0,0.101,-0.099,0.951
765,1.75,-0.431,0.63,0.899,-0.95,-0.475,0.706,-1.199,-0.211,-0.11,-0.083,-0.309,-0.054,2.126,-0.089,-0.095,0.054,0.0,-0.577,-0.323,0.507
766,2.705,-0.719,0.801,1.01,-1.583,-0.718,0.733,-1.376,0.091,-0.144,-0.477,-0.529,-0.319,3.113,0.107,-0.412,0.224,0.0,-0.882,-0.548,1.295
767,2.777,-0.329,0.901,0.991,-1.061,-1.085,0.966,-1.523,-0.519,0.008,-0.498,-0.473,-0.242,2.963,-0.039,-0.059,0.112,0.0,-0.738,-0.571,0.897
768,2.409,0.098,1.246,0.219,0.93,-0.48,1.682,-2.828,-1.637,-0.567,-0.377,-0.444,0.187,2.324,0.121,0.111,-0.559,0.0,-0.504,-2.335,1.001
769,2.0,-0.406,0.609,0.707,-0.833,-0.799,0.812,-1.428,-0.522,-0.31,-0.067,-0.505,-0.162,2.543,-0.111,-0.18,-0.268,0.0,-0.788,-0.557,0.386
770,2.574,0.056,0.63,0.751,-1.622,-1.204,0.534,-1.071,-0.031,0.325,-0.271,-0.579,0.219,3.461,0.083,-0.275,0.28,0.0,-1.169,-0.29,0.555
771,1.747,-0.239,0.677,0.487,-0.457,-0.44,1.019,-1.539,-0.916,-0.038,0.082,-0.311,-0.056,2.373,-0.224,-0.194,-0.338,0.0,-0.699,-0.779,0.387
772,2.282,-0.242,0.828,0.891,-0.806,-0.648,1.062,-1.8,-1.022,-0.054,-0.207,-0.489,-0.033,2.745,-0.049,-0.201,-0.263,0.0,-0.861,-0.99,0.774
773,1.656,-0.45,0.683,0.592,-0.345,0.174,0.858,-0.989,-0.662,-0.304,-0.181,-0.019,-0.219,1.827,-0.091,0.153,-0.109,0.0,-0.233,-0.487,0.845
774,2.544,0.266,0.721,0.175,-0.594,-0.973,1.549,-1.785,-1.125,-0.305,-0.655,-0.477,0.178,3.198,0.164,-0.139,-0.002,0.0,-0.967,-1.411,0.708
775,2.061,-0.584,0.984,0.18,0.176,0.263,1.244,-1.893,-1.467,-0.717,-0.265,-0.3,-0.301,1.942,-0.065,0.249,-0.363,0.0,-0.286,-1.478,1.002
776,1.577,-0.367,-0.417,0.121,-0.607,-0.488,0.861,-1.407,-0.869,-0.018,0.03,-0.405,-0.131,2.942,-0.357,-0.289,-0.232,0.0,-1.081,-0.878,-0.288
777,2.047,-0.635,0.665,1.058,-0.461,-0.504,1.485,-2.191,-1.402,-0.41,0.034,-0.605,-0.127,2.602,-0.174,-0.165,-0.426,0.0,-0.731,-1.441,0.32
778,0.901,-0.437,0.5,0.913,0.127,0.375,1.045,-1.367,-0.943,0.003,0.492,-0.158,-0.171,1.547,-0.394,0.346,-0.467,0.0,-0.362,-0.755,0.227
779,2.96,-0.121,0.804,-0.211,-1.278,-1.36,0.839,-1.393,-0.177,-0.09,-0.353,-0.672,-0.052,3.691,0.004,-0.436,-0.067,0.0,-1.191,-0.525,0.812
780,1.577,-0.659,1.026,0.607,-0.626,0.159,1.123,-1.618,-0.912,-0.071,-0.108,-0.119,-0.233,1.902,-0.322,-0.339,-0.481,0.0,-0.59,-1.081,0.632
781,2.159,-0.665,0.482,0.827,-0.862,-0.653,1.507,-2.009,-1.206,-0.414,-0.176,-0.361,-0.38,3.008,-0.217,-0.515,-0.294,0.0,-1.052,-1.42,0.2
782,2.368,-0.551,0.796,0.645,-0.476,-0.726,1.162,-1.691,-0.981,-0.586,-0.115,-0.621,-0.365,2.804,0.019,-0.101,-0.208,0.0,-0.749,-1.03,0.491
783,2.914,-0.227,0.73,0.471,-1.511,-1.297,0.994,-1.448,-0.086,-0.099,-0.359,-0.653,-0.202,3.558,0.001,-0.567,0.129,0.0,-1.097,-0.732,0.628
784,2.318,0.118,0.092,0.407,-0.685,-1.22,1.008,-1.655,-0.346,-0.154,-0.124,-0.739,0.148,2.744,0.263,-0.022,0.218,0.0,-0.68,-0.766,0.214
785,2.173,-0.029,0.73,0.367,-0.705,-0.717,1.196,-1.794,-1.047,-0.154,-0.177,-0.543,0.24,3.112,0.015,-0.419,-0.044,0.0,-1.251,-1.378,0.515
786,1.919,0.154,0.125,-0.016,-0.613,-0.838,1.011,-1.49,-0.824,0.069,0.258,-0.474,0.216,3.513,0.03,-0.33,-0.224,0.0,-1.367,-1.044,-0.326
787,1.635,-0.157,0.757,0.705,0.438,-0.201,1.042,-1.836,-1.374,-0.49,-0.006,-0.385,0.031,1.659,0.056,0.187,-0.565,0.0,-0.236,-1.266,0.461
788,2.942,-0.438,1.304,0.323,-0.121,-0.76,1.697,-2.771,-1.612,-0.623,-0.35,-0.724,-0.142,2.913,-0.006,-0.318,-0.375,0.0,-0.98,-2.208,1.23
789,2.283,-0.248,0.636,0.639,-1.364,-0.637,0.506,-0.97,0.258,-0.168,-0.216,-0.42,0.011,2.945,-0.038,-0.202,0.363,0.0,-1.036,-0.189,0.864
790,2.63,0.131,1.256,0.705,0.042,-0.523,1.167,-1.951,-1.337,-0.362,-0.301,-0.488,0.308,2.906,-0.141,0.16,-0.07,0.0,-0.568,-1.388,1.251
791,2.949,-0.54,1.007,0.607,-1.088,-0.87,1.271,-2.296,-0.779,-0.448,-0.515,-0.703,-0.053,3.373,0.155,-0.495,-0.061,0.0,-1.178,-1.565,0.9
792,2.091,-0.468,0.719,0.194,-0.53,-0.685,1.14,-1.679,-1.044,-0.467,-0.216,-0.409,-0.17,2.444,-0.028,-0.304,-0.334,0.0,-0.889,-1.047,0.535
793,2.326,-0.206,0.924,0.567,-0.844,-0.278,0.824,-1.235,-0.393,-0.112,-0.183,-0.55,0.152,2.691,0.069,-0.145,0.031,0.0,-0.688,-0.652,1.004
794,1.996,0.373,0.92,0.034,-0.143,-0.436,1.157,-1.665,-1.105,-0.159,-0.134,-0.498,0.327,2.442,-0.108,0.054,-0.151,0.0,-0.726,-1.268,0.673
795,2.185,-0.545,1.21,0.497,0.113,-0.154,1.53,-2.163,-1.494,-0.839,-0.047,-0.452,-0.246,2.429,-0.417,-0.045,-0.524,0.0,-0.863,-1.554,0.626
796,2.695,-0.055,0.566,0.305,-1.311,-1.005,0.737,-0.884,0.244,-0.16,-0.449,-0.594,0.129,3.44,0.112,-0.086,0.284,0.0,-1.01,-0.211,0.902
797,1.884,-0.466,1.072,0.662,-0.621,-0.173,1.157,-1.545,-0.699,-0.519,-0.038,-0.118,-0.273,2.147,0.094,-0.149,-0.211,0.0,-0.514,-0.824,1.041
798,2.615,-0.526,0.779,0.713,-1.711,-0.878,0.639,-0.821,0.409,-0.14,-0.353,-0.588,-0.364,3.097,-0.08,-0.419,0.292,0.0,-0.959,-0.133,1.078
799,2.332,-0.43,0.56,0.426,-0.779,-0.783,0.93,-1.629,-1.042,-0.079,-0.09,-0.378,-0.302,2.966,-0.056,-0.209,-0.425,0.0,-1.112,-0.9,0.355
800,2.717,-0.492,1.045,0.345,-0.3,-0.896,1.393,-2.15,-1.401,-0.5,-0.378,-0.658,-0.339,3.066,0.041,-0.259,-0.41,0.0,-0.959,-1.612,0.701
801,2.838,-0.688,1.297,0.425,-0.522,-0.724,1.244,-2.192,-1.178,-0.61,-0.446,-0.577,-0.315,3.002,-0.054,-0.279,-0.365,0.0,-0.853,-1.221,1.118
802,2.29,-0.896,0.563,0.9,-0.725,-0.565,0.99,-1.585,-0.805,-0.567,-0.328,-0.471,-0.378,2.413,0.053,-0.192,-0.25,0.0,-0.817,-0.894,0.427
803,2.222,-0.14,0.732,0.529,0.001,-0.492,1.355,-1.941,-1.148,-0.524,-0.295,-0.358,0.167,2.668,-0.197,0.039,-0.266,0.0,-0.554,-1.411,0.642
804,2.722,-0.184,1.459,0.131,-0.821,-0.446,1.173,-1.312,-0.776,-0.117,-0.42,-0.261,0.099,3.128,-0.008,-0.287,-0.304,0.0,-0.919,-0.948,1.289
805,1.213,-0.502,-0.004,0.982,0.147,0.176,1.114,-1.525,-1.41,-0.387,0.156,-0.139,-0.229,1.897,-0.36,0.308,-0.34,0.0,-0.373,-1.054,-0.158
806,2.185,-0.734,1.069,0.384,0.139,-0.005,1.194,-2.091,-1.582,-0.694,-0.217,-0.415,-0.322,2.172,-0.152,0.222,-0.555,0.0,-0.257,-1.539,0.719
807,2.532,0.078,0.977,0.376,-0.678,-1.078,1.044,-1.765,-0.767,-0.266,-0.276,-0.599,0.104,3.072,-0.178,-0.069,-0.012,0.0,-0.989,-0.937,0.972
808,2.261,-0.037,0.365,0.296,-0.603,-1.035,1.088,-1.999,-0.845,-0.132,-0.033,-0.825,0.016,2.947,0.224,-0.228,-0.084,0.0,-0.948,-1.095,0.213
809,2.82,-0.662,1.149,0.755,-0.226,-0.828,1.012,-2.102,-1.171,-1.005,-0.403,-0.734,-0.318,2.772,-0.055,0.024,-0.185,0.0,-0.779,-1.207,1.06
810,1.422,-1.096,0.6,0.669,0.252,0.278,1.168,-1.647,-1.185,-0.756,0.172,-0.177,-0.552,1.4,-0.158,0.062,-0.491,0.0,-0.216,-1.045,0.266
811,2.454,-0.67,0.809,0.246,-0.918,-0.469,1.097,-1.752,-1.24,-0.254,-0.061,-0.551,-0.24,3.387,-0.07,-0.455,-0.231,0.0,-1.113,-1.215,0.477
812,1.848,-0.216,0.936,0.542,0.059,-0.087,0.934,-1.633,-1.001,-0.38,-0.076,-0.213,-0.048,2.125,-0.172,0.159,-0.372,0.0,-0.409,-1.079,0.747
813,1.397,-0.954,0.611,0.048,-0.197,0.344,1.004,-1.193,-0.803,-0.543,-0.184,0.038,-0.504,1.901,-0.257,0.334,-0.196,0.0,-0.216,-0.741,0.324
814,2.06,-0.824,0.802,1.067,0.005,-0.531,1.445,-2.495,-1.828,-0.583,-0.028,-0.521,-0.461,2.394,-0.136,-0.119,-0.743,0.0,-0.595,-1.715,0.251
815,2.24,-1.227,0.735,0.643,-0.459,-0.623,1.302,-2.223,-1.565,-0.672,-0.081,-0.419,-0.611,2.842,-0.359,-0.368,-0.506,0.0,-0.994,-1.464,0.262
816,1.986,-0.263,0.464,0.746,0.372,-0.274,1.623,-2.194,-1.679,-0.594,-0.016,-0.487,-0.119,2.547,-0.329,0.033,-0.527,0.0,-0.746,-1.891,0.051
817,1.97,0.029,0.463,0.574,-0.655,-0.441,1.04,-1.374,-0.448,-0.137,-0.132,-0.567,0.105,2.084,0.165,0.037,0.153,0.0,-0.58,-0.781,0.66
818,2.175,-0.148,0.625,0.552,-1.197,-0.829,0.603,-1.043,0.151,0.137,-0.313,-0.604,0.164,2.338,0.207,-0.128,0.359,0.0,-0.728,-0.144,0.866
819,2.475,-0.333,0.932,0.611,-1.0,-0.706,0.949,-1.463,-0.265,-0.337,-0.432,-0.568,-0.114,2.749,0.074,-0.207,0.053,0.0,-0.708,-0.56,1.012
820,2.556,-0.32,0.373,0.982,-1.7,-1.138,0.408,-0.862,0.352,0.028,-0.153,-0.642,-0.13,3.555,-0.171,-0.356,0.351,0.0,-1.192,-0.087,0.491
821,2.201,-0.095,0.871,0.443,-0.039,-0.723,1.342,-2.287,-1.474,-0.321,-0.104,-0.503,-0.158,2.346,0.046,-0.123,-0.555,0.0,-0.651,-1.584,0.59
822,2.236,-0.181,0.915,0.59,0.39,-0.726,1.428,-2.309,-1.676,-0.396,-0.065,-0.392,0.046,2.124,-0.275,0.027,-0.721,0.0,-0.433,-1.605,0.344
823,2.492,-0.995,1.046,0.434,-1.393,-0.392,0.953,-1.311,-0.426,-0.312,-0.241,-0.419,-0.557,2.959,-0.043,-0.379,-0.057,0.0,-0.746,-0.709,0.991
824,1.838,0.148,0.551,0.869,0.386,-0.03,1.775,-2.355,-1.658,-0.145,-0.108,-0.413,0.296,1.865,0.033,0.055,-0.203,0.0,-0.503,-2.135,0.43
825,3.111,-0.715,0.922,0.674,-1.18,-1.13,0.957,-1.687,-0.687,-0.572,-0.637,-0.614,-0.543,3.486,-0.013,-0.408,-0.105,0.0,-1.064,-0.728,0.913
826,1.442,-0.547,0.814,0.494,-0.203,0.337,1.202,-1.209,-0.79,-0.389,-0.059,-0.152,-0.114,1.678,-0.224,0.173,-0.222,0.0,-0.421,-0.641,0.803
827,2.322,0.076,0.692,0.42,-1.041,-0.63,1.198,-1.502,-0.819,0.066,-0.263,-0.426,0.348,3.196,-0.069,-0.156,-0.09,0.0,-1.1,-0.883,0.767
828,2.323,0.059,0.493,0.993,-0.043,-0.703,1.108,-1.931,-1.026,-0.358,-0.243,-0.662,0.07,2.701,0.118,0.105,-0.101,0.0,-0.58,-1.169,0.581
829,2.477,-0.472,1.226,0.749,-0.333,-0.572,1.059,-1.719,-1.022,-0.573,-0.223,-0.457,-0.303,2.43,-0.085,-0.224,-0.258,0.0,-0.728,-1.089,1.087
830,2.473,-0.321,1.03,0.534,-0.787,-0.583,1.177,-1.915,-1.022,-0.097,-0.184,-0.53,-0.074,3.005,-0.102,-0.4,-0.189,0.0,-0.951,-1.087,0.923
831,1.408,-0.551,0.532,0.549,-0.109,0.023,0.641,-1.086,-0.571,-0.759,-0.117,-0.163,-0.092,1.349,-0.321,0.284,-0.137,0.0,-0.091,-0.497,0.274
832,2.189,-0.615,0.493,0.771,-1.235,-0.456,0.836,-1.248,-0.038,-0.224,-0.171,-0.488,-0.255,3.047,0.033,-0.302,0.208,0.0,-0.925,-0.628,0.514
833,2.271,-0.113,0.437,0.752,-1.311,-0.998,1.06,-1.481,-0.542,0.101,-0.022,-0.514,-0.009,3.255,-0.011,-0.481,-0.013,0.0,-1.193,-0.881,0.351
834,2.444,-0.242,1.046,0.726,-0.894,-0.64,1.028,-1.621,-0.823,-0.163,-0.145,-0.443,-0.224,2.983,0.077,-0.252,-0.205,0.0,-0.635,-0.862,0.886
835,2.039,-0.385,0.618,0.146,-1.381,-0.436,0.722,-0.934,0.22,0.03,0.052,-0.495,-0.2,2.683,-0.084,-0.255,0.231,0.0,-0.746,-0.162,0.592
836,2.185,-0.117,1.236,0.754,0.614,-0.264,1.359,-2.219,-1.711,-0.459,-0.164,-0.292,0.175,1.969,-0.142,0.166,-0.654,0.0,-0.43,-1.713,0.951
837,1.259,-0.719,0.672,0.738,0.401,0.657,1.531,-1.657,-1.394,-0.676,-0.031,0.005,-0.333,1.065,-0.346,0.367,-0.481,0.0,0.01,-1.388,0.45
838,1.92,-0.11,0.811,0.787,-0.117,-0.071,1.071,-1.37,-1.03,-0.541,-0.222,-0.306,0.158,2.144,-0.105,0.085,-0.227,0.0,-0.539,-0.96,0.781
839,2.727,0.57,0.766,0.81,0.75,-1.074,1.864,-2.805,-1.853,-0.4,-0.317,-0.551,0.701,3.091,0.039,0.099,-0.531,0.0,-0.983,-2.426,0.289
840,1.971,-0.469,0.939,0.579,-1.015,-0.122,0.66,-0.961,-0.371,-0.038,-0.105,-0.4,-0.091,2.495,0.068,-0.305,-0.064,0.0,-0.856,-0.441,0.97
841,2.179,-0.346,0.655,0.671,-0.537,-0.537,1.436,-2.101,-1.482,-0.176,-0.105,-0.311,-0.333,2.575,-0.163,-0.617,-0.5,0.0,-1.057,-1.562,0.448
842,2.502,-0.593,0.881,0.678,-0.225,-0.906,1.366,-2.163,-1.232,-0.773,-0.254,-0.536,-0.367,2.726,-0.039,-0.159,-0.452,0.0,-0.802,-1.344,0.575
843,2.37,-0.538,0.632,0.648,-0.46,-0.812,1.036,-1.804,-0.964,-0.549,-0.223,-0.671,-0.26,2.48,-0.127,0.165,-0.332,0.0,-0.528,-0.866,0.499
844,1.882,-0.36,0.794,0.227,-0.508,-0.277,0.966,-1.611,-0.791,-0.153,-0.097,-0.42,-0.076,2.042,0.16,-0.265,-0.157,0.0,-0.812,-0.993,0.787
845,1.917,-0.285,1.021,0.798,-0.615,0.173,0.495,-0.788,-0.024,-0.565,-0.192,-0.238,-0.165,1.769,0.115,0.195,0.212,0.0,-0.411,-0.18,1.098
846,2.233,-0.688,1.036,0.762,-0.335,-0.296,1.071,-1.652,-0.951,-0.723,-0.198,-0.428,-0.42,2.256,0.031,-0.019,-0.366,0.0,-0.453,-1.01,0.744
847,2.145,-0.393,0.371,0.383,-0.734,-0.441,0.928,-1.257,-0.759,-0.08,-0.123,-0.45,-0.239,2.483,-0.071,-0.067,-0.116,0.0,-0.692,-0.784,0.288
848,1.826,-0.201,0.451,0.843,-0.238,-0.042,1.062,-1.434,-0.834,-0.415,-0.282,-0.233,-0.049,2.222,-0.121,0.293,-0.081,0.0,-0.281,-0.998,0.477
